,root,type,struct,f_pos,notes,difficulty,complexity,chord
1934,D,dim,1;b3;b5,"x,3,1,2,1,x","F,Ab,D,F",2,22.05,Ddim
1933,D,dim,1;b3;b5,"x,x,3,1,4,x","F,Ab,D",1,22.05,Ddim
1932,D,dim,1;b3;b5,"1,2,3,1,x,x","D,Ab,D,F",2,22.05,Ddim
1931,D,dim,1;b3;b5,"x,x,4,3,1,2","D,F,Ab,D",2,22.05,Ddim
1930,D,dim,1;b3;b5,"x,1,2,4,3,x","D,Ab,D,F",2,22.05,Ddim
1938,D,6,1;3;5;6,"x,x,0,2,0,3","D,A,B,F#",2,26.46,D6
1950,D,7sus4,1;4;5;b7,"x,0,0,2,1,3","A,D,A,C,G",3,39.69,D7sus4
1951,D,7sus4,1;4;5;b7,"x,1,3,1,4,1","D,A,C,G,A",3,39.69,D7sus4
1952,D,7sus4,1;4;5;b7,"1,3,1,4,1,1","D,A,C,G,A,D",4,39.69,D7sus4
1971,D,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x","D,G#,C",1,57.33,D7(#11)
1970,D,5,1;5,"x,0,0,1,3,x","A,D,A,D",2,0.0,D5
1969,D,5,1;5,"x,x,0,1,x,x","D,A",0,0.0,D5
1968,D,5,1;5,"x,4,x,1,2,x","D,A,D",1,0.0,D5
1967,D,5,1;5,"x,x,0,1,3,4","D,A,D,A",2,0.0,D5
1966,D,5,1;5,"x,x,3,4,x,x","A,D",0,0.0,D5
1965,D,5,1;5,"1,3,4,x,x,x","D,A,D",1,0.0,D5
1964,D,5,1;5,"x,x,x,x,1,3","D,A",0,0.0,D5
1963,D,5,1;5,"x,x,0,1,3,x","D,A,D",1,0.0,D5
1962,D,5,1;5,"x,1,3,4,x,x","D,A,D",1,0.0,D5
1961,D,5,1;5,"1,3,x,x,x,x","D,A",0,0.0,D5
1960,D,5,1;5,"x,1,3,x,x,x","D,A",0,0.0,D5
1959,D,maj7,1;3;5;7,"x,2,1,4,x,x","D,F#,C#",1,26.46,Dmaj7
1958,D,maj7,1;3;5;7,"x,4,3,1,1,1","D,F#,A,C#,F#",3,26.46,Dmaj7
1957,D,maj7,1;3;5;7,"x,1,3,2,4,x","D,A,C#,F#",2,26.46,Dmaj7
1956,D,maj7,1;3;5;7,"x,x,0,1,1,1","D,A,C#,F#",2,26.46,Dmaj7
1955,D,maj7,1;3;5;7,"x,x,4,3,2,1","D,F#,A,C#",2,26.46,Dmaj7
1954,D,maj7,1;3;5;7,"x,1,3,2,4,1","D,A,C#,F#,A",3,26.46,Dmaj7
1953,D,maj7,1;3;5;7,"x,0,0,1,1,1","A,D,A,C#,F#",3,26.46,Dmaj7
1929,D,m(maj7),1;b3;5;7,"x,x,3,1,2,x","A,C#,F",1,39.69,Dm(maj7)
1883,D,m11,1;b3;5;b7;9;11,"x,x,1,3,1,1","F,C,D,G",2,66.15,Dm11
1918,D,m7,1;b3;5;b7,"2,x,3,3,x,x","D,C,F",1,44.1,Dm7
1927,D,m7,1;b3;5;b7,"x,x,3,1,2,x","A,C,F",1,44.1,Dm7
1902,D,m,1;b3;5,"1,3,x,1,x,1","D,A,F,D",2,22.05,Dm
1901,D,m,1;b3;5,"x,x,3,1,1,1","D,F,A,D",2,22.05,Dm
1900,D,m,1;b3;5,"x,x,3,4,2,x","A,D,F",1,22.05,Dm
1899,D,m,1;b3;5,"1,x,0,2,4,x","F,D,A,D",2,22.05,Dm
1898,D,m,1;b3;5,"x,x,3,4,2,1","A,D,F,A",2,22.05,Dm
1897,D,m,1;b3;5,"x,x,x,x,1,4","F,D",0,22.05,Dm
1896,D,m,1;b3;5,"2,x,x,3,x,x","D,F",0,22.05,Dm
1895,D,m,1;b3;5,"x,x,0,2,3,1","D,A,D,F",2,22.05,Dm
1903,D,m,1;b3;5,"x,x,0,1,1,1","D,F,A,D",2,22.05,Dm
1894,D,m,1;b3;5,"1,3,4,1,1,1","D,A,D,F,A,D",4,22.05,Dm
1892,D,m,1;b3;5,"x,0,0,2,3,1","A,D,A,D,F",3,22.05,Dm
1891,D,m13,1;b3;5;b7;9;11;13,"x,1,3,1,2,4","D,A,C,F,B",3,79.38,Dm13
1890,D,m11,1;b3;5;b7;9;11,"2,x,3,4,1,1","D,C,F,G,C",3,66.15,Dm11
1889,D,m11,1;b3;5;b7;9;11,"x,0,2,0,3,0","A,F,G,D,E",3,66.15,Dm11
1888,D,m11,1;b3;5;b7;9;11,"x,2,1,3,1,1","D,F,C,D,G",3,66.15,Dm11
1887,D,m11,1;b3;5;b7;9;11,"x,x,3,1,4,x","A,C,G",1,66.15,Dm11
1886,D,m11,1;b3;5;b7;9;11,"x,x,2,3,1,4","D,G,A,E",2,66.15,Dm11
1885,D,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1","D,G,C,F,A",3,66.15,Dm11
1893,D,m,1;b3;5,"x,1,3,4,2,1","D,A,D,F,A",3,22.05,Dm
1904,D,m,1;b3;5,"x,3,0,1,x,1","A,D,F,D",2,22.05,Dm
1905,D,m,1;b3;5,"x,1,3,4,2,x","D,A,D,F",2,22.05,Dm
1906,D,m,1;b3;5,"x,1,x,3,2,1","D,D,F,A",2,22.05,Dm
1926,D,m7,1;b3;5;b7,"x,1,3,1,2,4","D,A,C,F,C",3,44.1,Dm7
1925,D,m7,1;b3;5;b7,"x,x,0,1,3,2","D,C,F,A",2,44.1,Dm7
1924,D,m7,1;b3;5;b7,"x,x,1,1,1,1","C,F,A,D",2,44.1,Dm7
1923,D,m7,1;b3;5;b7,"x,x,1,3,1,4","F,C,D,A",2,44.1,Dm7
1922,D,m7,1;b3;5;b7,"x,1,x,2,3,x","D,C,F",1,44.1,Dm7
1921,D,m7,1;b3;5;b7,"x,2,1,3,x,x","D,F,C",1,44.1,Dm7
1920,D,m7,1;b3;5;b7,"x,2,1,3,4,x","D,F,C,F",2,44.1,Dm7
1919,D,m7,1;b3;5;b7,"2,x,3,3,3,x","D,C,F,A",2,44.1,Dm7
1917,D,m7,1;b3;5;b7,"x,x,0,2,1,1","D,A,C,F",2,44.1,Dm7
1916,D,m7,1;b3;5;b7,"1,3,1,1,4,1","D,A,C,F,C,D",4,44.1,Dm7
1915,D,m7,1;b3;5;b7,"x,1,3,1,2,1","D,A,C,F,A",3,44.1,Dm7
1914,D,m7,1;b3;5;b7,"x,0,0,2,1,1","A,D,A,C,F",3,44.1,Dm7
1913,D,7b5,1;3;b5;b7,"1,3,2,4,x,x","D,Ab,C,F#",2,52.92,D7b5
1912,D,7b5,1;3;b5;b7,"x,x,2,4,1,3","C,F#,Ab,D",2,52.92,D7b5
1911,D,7b5,1;3;b5;b7,"x,1,2,1,3,x","D,Ab,C,F#",2,52.92,D7b5
1910,D,m,1;b3;5,"x,x,0,3,2,1","D,D,F,A",2,22.05,Dm
1909,D,m,1;b3;5,"x,x,x,3,2,1","D,F,A",1,22.05,Dm
1908,D,m,1;b3;5,"x,4,2,1,x,x","D,F,A",1,22.05,Dm
1907,D,m,1;b3;5,"x,0,2,x,3,x","A,F,D",1,22.05,Dm
1928,D,m(maj7),1;b3;5;7,"x,x,0,2,3,1","D,A,C#,F",2,39.69,Dm(maj7)
233,D#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","A,D#,F#,C",2,44.1,D#dim7
234,D#,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","D#,C,F#,A",2,44.1,D#dim7
210,D#,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","D#,F##,C#,E#,B#",3,74.97,D#13
265,D#,7(#5),1;3;#5;b7,"x,1,2,1,1,x","C#,F##,A##,D#",2,44.1,D#7(#5)
266,D#,7(#5),1;3;#5;b7,"x,1,4,1,3,2","D#,A##,C#,F##,A##",3,44.1,D#7(#5)
267,D#,7(#5),1;3;#5;b7,"1,x,1,2,3,1","D#,C#,F##,A##,D#",3,44.1,D#7(#5)
268,D#,7sus4,1;4;5;b7,"x,2,3,4,1,x","D#,G#,C#,D#",2,39.69,D#7sus4
269,D#,7sus4,1;4;5;b7,"x,1,3,1,4,1","D#,A#,C#,G#,A#",3,39.69,D#7sus4
270,D#,7sus4,1;4;5;b7,"1,3,1,4,1,1","D#,A#,C#,G#,A#,D#",4,39.69,D#7sus4
271,D#,maj7,1;3;5;7,"x,4,3,1,1,1","D#,F##,A#,C##,F##",3,26.46,D#maj7
272,D#,maj7,1;3;5;7,"x,1,3,2,4,1","D#,A#,C##,F##,A#",3,26.46,D#maj7
273,D#,maj7,1;3;5;7,"x,x,4,3,2,1","D#,F##,A#,C##",2,26.46,D#maj7
274,D#,5,1;5,"x,1,3,4,x,x","D#,A#,D#",1,0.0,D#5
275,D#,5,1;5,"x,1,3,x,x,x","D#,A#",0,0.0,D#5
276,D#,5,1;5,"1,1,3,x,x,x","A#,D#,A#",1,0.0,D#5
277,D#,m6,1;b3;5;6,"x,3,1,2,1,x","D#,F#,B#,D#",2,44.1,D#m6
278,D#,m6,1;b3;5;6,"x,1,x,3,2,4","D#,D#,F#,B#",2,44.1,D#m6
279,D#,m6,1;b3;5;6,"1,x,3,1,4,1","D#,D#,F#,B#,D#",3,44.1,D#m6
280,D#,7(b9),1;3;5;b7;b9,"x,x,1,0,3,0","D#,F##,C#,E",2,52.92,D#7(b9)
281,D#,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","D#,F##,C#,E",2,52.92,D#7(b9)
282,D#,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","D#,C#,F##,A#,E",3,52.92,D#7(b9)
283,D#,m9,1;b3;5;b7;9,"x,2,1,3,4,x","D#,F#,C#,E#",2,61.74,D#m9
284,D#,m9,1;b3;5;b7;9,"3,1,4,2,x,x","D#,F#,C#,E#",2,61.74,D#m9
285,D#,m9,1;b3;5;b7;9,"1,3,1,1,1,4","D#,A#,C#,F#,A#,E#",4,61.74,D#m9
286,D#,sus4,1;4;5,"x,3,4,1,2,x","D#,G#,A#,D#",2,17.64,D#sus4
287,D#,sus4,1;4;5,"x,1,2,3,4,1","D#,A#,D#,G#,A#",3,17.64,D#sus4
288,D#,sus4,1;4;5,"1,1,3,4,1,1","D#,G#,D#,G#,A#,D#",4,17.64,D#sus4
289,D#,6/9,1;3;5;6;9,"x,x,1,0,2,3","D#,F##,B#,E#",2,52.92,D#6/9
264,D#,6,1;3;5;6,"1,x,3,2,4,1","D#,D#,F##,B#,D#",3,26.46,D#6
290,D#,6/9,1;3;5;6;9,"x,2,1,1,3,4","D#,F##,B#,E#,A#",3,52.92,D#6/9
263,D#,6,1;3;5;6,"x,1,3,3,3,3","D#,A#,D#,F##,B#",3,26.46,D#6
261,D#,dim,1;b3;b5,"x,x,4,3,1,2","D#,F#,A,D#",2,22.05,D#dim
235,D#,dim7,1;b3;b5;bb7,"x,0,1,3,2,4","A,F#,C,D#,A",3,44.1,D#dim7
236,D#,dim7,1;b3;b5;bb7,"x,0,1,3,2,4","A,D#,A,C,F#",3,44.1,D#dim7
237,D#,aug,1;3;#5,"x,3,2,0,0,x","A##,D#,F##,A##",2,44.1,D#aug
238,D#,aug,1;3;#5,"4,3,2,0,x,x","F##,A##,D#,F##",2,44.1,D#aug
239,D#,aug,1;3;#5,"x,x,4,2,3,1","D#,F##,A##,D#",2,44.1,D#aug
240,D#,maj,1;3;5,"x,4,3,1,2,1","D#,F##,A#,D#,F##",3,30.87,D#maj
241,D#,maj,1;3;5,"x,1,3,3,3,x","D#,A#,D#,F##",2,30.87,D#maj
242,D#,maj,1;3;5,"1,3,4,2,1,1","D#,A#,D#,F##,A#,D#",4,30.87,D#maj
243,D#,11,1;3;5;b7;9;11,"x,x,1,1,2,1","D#,G#,C#,E#",2,61.74,D#11
244,D#,11,1;3;5;b7;9;11,"x,1,1,1,1,1","D#,G#,C#,E#,A#",3,61.74,D#11
245,D#,11,1;3;5;b7;9;11,"4,x,3,2,1,1","D#,C#,E#,G#,C#",3,61.74,D#11
246,D#,maj9,1;3;5;7;9,"x,x,1,0,4,2","D#,F##,C##,E#",2,52.92,D#maj9
247,D#,maj9,1;3;5;7;9,"x,2,1,4,3,x","D#,F##,C##,E#",2,52.92,D#maj9
249,D#,m11,1;b3;5;b7;9;11,"x,1,1,1,2,1","D#,G#,C#,F#,A#",3,66.15,D#m11
250,D#,m,1;b3;5,"x,x,3,2,4,1","F#,A#,D#,F#",2,22.05,D#m
251,D#,m,1;b3;5,"x,1,3,4,2,1","D#,A#,D#,F#,A#",3,22.05,D#m
252,D#,m,1;b3;5,"1,3,4,1,1,1","D#,A#,D#,F#,A#,D#",4,22.05,D#m
253,D#,7b5,1;3;b5;b7,"x,x,1,2,3,4","D#,A,C#,F##",2,52.92,D#7b5
254,D#,7b5,1;3;b5;b7,"x,1,2,1,3,x","D#,A,C#,F##",2,52.92,D#7b5
255,D#,7b5,1;3;b5;b7,"x,x,2,4,1,3","C#,F##,A,D#",2,52.92,D#7b5
256,D#,m7,1;b3;5;b7,"x,3,1,4,1,x","D#,F#,C#,D#",2,44.1,D#m7
257,D#,m7,1;b3;5;b7,"x,1,3,1,2,1","D#,A#,C#,F#,A#",3,44.1,D#m7
258,D#,m7,1;b3;5;b7,"1,3,1,1,4,1","D#,A#,C#,F#,C#,D#",4,44.1,D#m7
259,D#,dim,1;b3;b5,"x,x,1,2,3,4","D#,A,D#,F#",2,22.05,D#dim
260,D#,dim,1;b3;b5,"x,1,2,3,4,x","D#,A,D#,F#",2,22.05,D#dim
262,D#,6,1;3;5;6,"x,4,2,3,1,x","D#,F##,B#,D#",2,26.46,D#6
291,D#,6/9,1;3;5;6;9,"2,1,1,1,3,4","D#,F##,B#,E#,A#,D#",4,52.92,D#6/9
248,D#,maj9,1;3;5;7;9,"x,x,4,1,2,1","D#,E#,A#,C##",2,52.92,D#maj9
232,D#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","F#,C,D#,A",2,44.1,D#dim7
211,D#,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","D#,C#,E#,F##,B#",3,74.97,D#13
212,D#,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","D#,C#,F##,B#,E#",3,74.97,D#13
213,D#,7(#9),1;3;5;b7;#9,"x,x,1,0,3,4","D#,F##,C#,E##",2,52.92,D#7(#9)
214,D#,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","D#,F##,C#,E##",2,52.92,D#7(#9)
215,D#,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","D#,A#,C#,F##,A#,E##",4,52.92,D#7(#9)
217,D#,9,1;3;5;b7;9,"x,1,3,2,4,x","F##,C#,E#,A#",2,52.92,D#9
218,D#,9,1;3;5;b7;9,"x,x,2,1,3,4","C#,E#,A#,D#",2,52.92,D#9
219,D#,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","D#,A,C#,E#",2,70.56,D#9b5
220,D#,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","A,D#,F##,C#,E#,A",4,70.56,D#9b5
221,D#,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","D#,F##,C#,E#,A,D#",4,70.56,D#9b5
222,D#,7,1;3;5;b7,"x,3,2,4,1,x","D#,F##,C#,D#",2,44.1,D#7
223,D#,7,1;3;5;b7,"x,1,3,1,4,1","D#,A#,C#,F##,A#",3,44.1,D#7
224,D#,7,1;3;5;b7,"1,3,1,2,4,1","D#,A#,C#,F##,C#,D#",4,44.1,D#7
225,D#,7,1;3;5;b7,"x,2,1,3,x,x","D#,F##,C#",1,44.1,D#7
216,D#,9,1;3;5;b7;9,"x,2,1,3,4,x","D#,F##,C#,E#",2,52.92,D#9
227,D#,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","F#,C,D#,A",2,44.1,D#dim7
226,D#,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","A,D#,F#,C",2,44.1,D#dim7
228,D#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","C,F#,A,D#",2,44.1,D#dim7
229,D#,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","D#,A,C,F#",2,44.1,D#dim7
230,D#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","D#,A,C,F#",2,44.1,D#dim7
231,D#,dim7,1;b3;b5;bb7,"x,2,3,1,4,1","D#,A,C,F#,A",3,44.1,D#dim7
895,Db,maj,1;3;5,"x,x,3,1,2,4","F,Ab,Db,Ab",2,30.87,Dbmaj
896,Db,maj,1;3;5,"x,x,x,3,4,1","Db,F,Ab",1,30.87,Dbmaj
897,Db,maj,1;3;5,"x,x,3,3,3,x","Ab,Db,F",1,30.87,Dbmaj
898,Db,maj,1;3;5,"x,4,3,1,2,x","Db,F,Ab,Db",2,30.87,Dbmaj
899,Db,maj,1;3;5,"2,x,1,4,x,x","Ab,F,Db",1,30.87,Dbmaj
902,Db,11,1;3;5;b7;9;11,"4,x,3,2,1,1","Db,Cb,Eb,Gb,Cb",3,61.74,Db11
901,Db,11,1;3;5;b7;9;11,"x,1,1,1,1,1","Db,Gb,Cb,Eb,Ab",3,61.74,Db11
894,Db,maj,1;3;5,"x,3,1,1,1,x","F,Ab,Db,F",2,30.87,Dbmaj
903,Db,11,1;3;5;b7;9;11,"x,x,1,1,2,1","Db,Gb,Cb,Eb",2,61.74,Db11
904,Db,maj9,1;3;5;7;9,"x,2,1,4,3,x","Db,F,C,Eb",2,52.92,Dbmaj9
905,Db,maj9,1;3;5;7;9,"2,1,3,1,x,x","Db,F,C,Eb",2,52.92,Dbmaj9
906,Db,maj9,1;3;5;7;9,"x,x,4,1,2,1","Db,Eb,Ab,C",2,52.92,Dbmaj9
900,Db,maj,1;3;5,"x,x,x,2,1,1","F,Ab,Db",1,30.87,Dbmaj
893,Db,maj,1;3;5,"x,x,x,1,3,2","Ab,Db,F",1,30.87,Dbmaj
890,Db,maj,1;3;5,"x,1,3,3,3,x","Db,Ab,Db,F",2,30.87,Dbmaj
891,Db,maj,1;3;5,"1,3,4,2,1,1","Db,Ab,Db,F,Ab,Db",4,30.87,Dbmaj
889,Db,maj,1;3;5,"x,4,3,1,2,1","Db,F,Ab,Db,F",3,30.87,Dbmaj
888,Db,aug,1;3;#5,"x,x,4,2,3,1","Db,F,A,Db",2,44.1,Dbaug
879,Db,7,1;3;5;b7,"x,x,1,3,2,4","Db,Ab,Cb,F",2,44.1,Db7
880,Db,7,1;3;5;b7,"x,x,2,3,1,4","F,Cb,Db,Ab",2,44.1,Db7
881,Db,7,1;3;5;b7,"x,x,1,1,1,3","Ab,Db,F,Cb",2,44.1,Db7
882,Db,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Abb,Db,Fb,Cbb",2,44.1,Dbdim7
883,Db,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Fb,Cbb,Db,Abb",2,44.1,Dbdim7
907,Db,maj9,1;3;5;7;9,"x,1,x,3,2,2","Db,C,Eb,Ab",2,52.92,Dbmaj9
884,Db,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Db,Abb,Cbb,Fb",2,44.1,Dbdim7
885,Db,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","Db,Cbb,Fb,Abb",2,44.1,Dbdim7
886,Db,aug,1;3;#5,"x,3,2,1,1,x","Db,F,A,Db",2,44.1,Dbaug
887,Db,aug,1;3;#5,"4,3,2,1,x,x","A,Db,F,A",2,44.1,Dbaug
892,Db,maj,1;3;5,"x,1,3,3,3,1","Db,Ab,Db,F,Ab",3,30.87,Dbmaj
878,Db,7,1;3;5;b7,"x,x,1,2,1,1","Cb,F,Ab,Db",2,44.1,Db7
908,Db,m,1;b3;5,"x,1,3,4,2,1","Db,Ab,Db,Fb,Ab",3,22.05,Dbm
910,Db,m,1;b3;5,"x,x,1,3,4,2","Db,Ab,Db,Fb",2,22.05,Dbm
938,Db,maj7,1;3;5;7,"x,x,4,3,2,1","Db,F,Ab,C",2,26.46,Dbmaj7
939,Db,maj7,1;3;5;7,"1,x,3,4,2,x","Db,C,F,Ab",2,26.46,Dbmaj7
940,Db,maj7,1;3;5;7,"x,1,3,2,4,x","Db,Ab,C,F",2,26.46,Dbmaj7
941,Db,maj7,1;3;5;7,"x,2,x,3,4,x","Db,C,F",1,26.46,Dbmaj7
942,Db,5,1;5,"x,1,3,4,x,x","Db,Ab,Db",1,0.0,Db5
943,Db,5,1;5,"x,1,4,x,x,x","Db,Ab",0,0.0,Db5
944,Db,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x","Db,Cb,F,G",2,57.33,Db7(#11)
945,Db,7(#11),1;3;5;b7;#11,"x,1,3,2,4,x","Db,G,Cb,F",2,57.33,Db7(#11)
946,Db,m6,1;b3;5;6,"x,3,1,2,1,x","Db,Fb,Bb,Db",2,44.1,Dbm6
947,Db,m6,1;b3;5;6,"x,1,x,3,2,4","Db,Db,Fb,Bb",2,44.1,Dbm6
937,Db,maj7,1;3;5;7,"x,1,3,2,4,1","Db,Ab,C,F,Ab",3,26.46,Dbmaj7
948,Db,m6,1;b3;5;6,"1,x,3,1,4,1","Db,Db,Fb,Bb,Db",3,44.1,Dbm6
950,Db,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x","Db,F,Cb,Ebb",2,52.92,Db7(b9)
951,Db,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","Db,Cb,F,Ab,Ebb",3,52.92,Db7(b9)
952,Db,m9,1;b3;5;b7;9,"x,2,1,3,4,x","Db,Fb,Cb,Eb",2,61.74,Dbm9
953,Db,m9,1;b3;5;b7;9,"3,1,4,2,x,x","Db,Fb,Cb,Eb",2,61.74,Dbm9
954,Db,m9,1;b3;5;b7;9,"1,3,1,1,1,4","Db,Ab,Cb,Fb,Ab,Eb",4,61.74,Dbm9
955,Db,m9,1;b3;5;b7;9,"x,1,x,1,1,x","Db,Cb,Eb",1,61.74,Dbm9
956,Db,sus4,1;4;5,"x,1,2,3,4,1","Db,Ab,Db,Gb,Ab",3,17.64,Dbsus4
961,Db,6/9,1;3;5;6;9,"x,x,2,1,3,4","Db,F,Bb,Eb",2,52.92,Db6/9
960,Db,6/9,1;3;5;6;9,"2,1,1,1,3,4","Db,F,Bb,Eb,Ab,Db",4,52.92,Db6/9
959,Db,6/9,1;3;5;6;9,"x,2,1,1,3,4","Db,F,Bb,Eb,Ab",3,52.92,Db6/9
949,Db,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","Db,F,Cb,Ebb",2,52.92,Db7(b9)
936,Db,maj7,1;3;5;7,"x,4,3,1,1,1","Db,F,Ab,C,F",3,26.46,Dbmaj7
935,Db,7sus4,1;4;5;b7,"x,2,2,3,x,x","Db,Gb,Cb",1,39.69,Db7sus4
934,Db,7sus4,1;4;5;b7,"1,3,1,4,1,1","Db,Ab,Cb,Gb,Ab,Db",4,39.69,Db7sus4
911,Db,m,1;b3;5,"x,x,x,1,1,1","Fb,Ab,Db",1,22.05,Dbm
912,Db,7b5,1;3;b5;b7,"x,1,2,1,3,x","Db,Abb,Cb,F",2,52.92,Db7b5
913,Db,7b5,1;3;b5;b7,"x,x,2,4,1,3","Cb,F,Abb,Db",2,52.92,Db7b5
914,Db,7b5,1;3;b5;b7,"1,3,2,4,x,x","Db,Abb,Cb,F",2,52.92,Db7b5
915,Db,m7,1;b3;5;b7,"x,3,1,4,1,x","Db,Fb,Cb,Db",2,44.1,Dbm7
916,Db,m7,1;b3;5;b7,"x,1,3,1,2,1","Db,Ab,Cb,Fb,Ab",3,44.1,Dbm7
917,Db,m7,1;b3;5;b7,"1,3,1,1,4,1","Db,Ab,Cb,Fb,Cb,Db",4,44.1,Dbm7
918,Db,m7,1;b3;5;b7,"x,1,x,2,3,x","Db,Cb,Fb",1,44.1,Dbm7
919,Db,dim,1;b3;b5,"x,1,2,4,3,x","Db,Abb,Db,Fb",2,22.05,Dbdim
920,Db,dim,1;b3;b5,"x,x,4,3,1,2","Db,Fb,Abb,Db",2,22.05,Dbdim
921,Db,dim,1;b3;b5,"1,2,3,1,x,x","Db,Abb,Db,Fb",2,22.05,Dbdim
922,Db,6,1;3;5;6,"x,4,2,3,1,x","Db,F,Bb,Db",2,26.46,Db6
923,Db,6,1;3;5;6,"x,1,3,3,3,3","Db,Ab,Db,F,Bb",3,26.46,Db6
924,Db,6,1;3;5;6,"1,x,3,2,4,1","Db,Db,F,Bb,Db",3,26.46,Db6
925,Db,6,1;3;5;6,"x,2,4,1,x,x","Db,Ab,Bb",1,26.46,Db6
926,Db,6,1;3;5;6,"x,x,3,2,4,1","Db,F,Bb,Db",2,26.46,Db6
927,Db,6,1;3;5;6,"x,x,3,2,4,x","Db,F,Bb",1,26.46,Db6
928,Db,6,1;3;5;6,"x,x,x,3,3,3","Db,F,Bb",1,26.46,Db6
929,Db,7(#5),1;3;#5;b7,"x,1,2,1,1,x","Cb,F,A,Db",2,44.1,Db7(#5)
930,Db,7(#5),1;3;#5;b7,"x,1,4,1,3,2","Db,A,Cb,F,A",3,44.1,Db7(#5)
931,Db,7(#5),1;3;#5;b7,"1,x,1,2,3,1","Db,Cb,F,A,Db",3,44.1,Db7(#5)
932,Db,7sus4,1;4;5;b7,"x,2,3,4,1,x","Db,Gb,Cb,Db",2,39.69,Db7sus4
933,Db,7sus4,1;4;5;b7,"x,1,3,1,4,1","Db,Ab,Cb,Gb,Ab",3,39.69,Db7sus4
909,Db,m,1;b3;5,"1,3,4,1,1,1","Db,Ab,Db,Fb,Ab,Db",4,22.05,Dbm
877,Db,7,1;3;5;b7,"x,x,3,2,4,1","Db,F,Cb,Db",2,44.1,Db7
957,Db,sus4,1;4;5,"x,x,1,1,2,4","Ab,Db,Gb,Db",2,17.64,Dbsus4
875,Db,7,1;3;5;b7,"1,x,2,3,x,x","Db,Cb,F",1,44.1,Db7
876,Db,7,1;3;5;b7,"x,1,3,x,2,x","Cb,F,Db",1,44.1,Db7
846,Db,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","Db,F,Cb,Eb,Bb",3,74.97,Db13
847,Db,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","Db,Cb,Eb,F,Bb",3,74.97,Db13
849,Db,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1","Cb,F,Bb,Db",2,74.97,Db13
850,Db,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x","Db,Cb,F,Bb",2,74.97,Db13
851,Db,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","Db,F,Cb,E",2,52.92,Db7(#9)
852,Db,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x","Db,F,Cb,E,Ab",3,52.92,Db7(#9)
853,Db,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","Db,Ab,Cb,F,Ab,E",4,52.92,Db7(#9)
854,Db,7(#9),1;3;5;b7;#9,"1,3,1,2,4,4","Db,Ab,Cb,F,Cb,E",4,52.92,Db7(#9)
855,Db,7(#9),1;3;5;b7;#9,"1,x,2,3,4,4","Db,Cb,F,Cb,E",3,52.92,Db7(#9)
856,Db,7(#9),1;3;5;b7;#9,"x,x,2,1,3,4","Db,F,Cb,E",2,52.92,Db7(#9)
857,Db,9,1;3;5;b7;9,"x,2,1,3,4,x","Db,F,Cb,Eb",2,52.92,Db9
858,Db,9,1;3;5;b7;9,"x,1,3,2,4,x","F,Cb,Eb,Ab",2,52.92,Db9
859,Db,9,1;3;5;b7;9,"x,x,2,1,3,4","Cb,Eb,Ab,Db",2,52.92,Db9
860,Db,9,1;3;5;b7;9,"x,2,1,3,3,3","Db,F,Cb,Eb,Ab",3,52.92,Db9
848,Db,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","Db,Cb,F,Bb,Eb",3,74.97,Db13
862,Db,9,1;3;5;b7;9,"x,1,2,1,3,4","F,Cb,Eb,Ab,Db",3,52.92,Db9
